,Date,Country,Area,Location,Activity,Age,Time,Species,Month,Fatal,Sex
2848,17-Aug-1985,USA,Florida,"Bayport, Hernando County",non representative,67,morning,Shark involvement prior to death not confirmed,August,N,M
2849,25-Jul-1985,USA,Florida,"Daytona Beach, Volusia County",fishing,13,evening,Possibly a small hammerhead shark,July,N,F
2850,25-Jul-1985,USA,Florida,"New Smyrna Beach, Volusia County",surfing,15,Unkown,White shark,July,N,M
2851,21-Jul-1985,USA,California,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County",non representative,27.34582218257508,Unkown,5 m to 6 m [16.5' to 20'] white shark,July,N,M
2852,19-Jul-1985,USA,South Carolina,"Folly Beach, Charleston County",non representative,10,Unkown,"Tiger shark, 2.4 m to 2.7 m [8' to 9'] ",July,N,F
2853,Mid Jul-1985 or mid Jul-1986,ITALY,Sicily,Punta Secca,non representative,13,afternoon,"3 m to 3.6 m  [10' to 11'9""] white shark",July,N,M
2854,26-May-1985,USA,California,"Long Beach, Los Angeles County",non representative,27.34582218257508,Unkown,Shark involvement not confirmed,May,N,M
2855,08-May-1985,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,fishing,39,Unkown,30-kg [66-lb] shark,May,N,M
2856,16-Mar-1985,USA,Florida,"Palm Beach, Palm Beach County",surfing,25,Unkown,White shark,March,N,M
2857,03-Mar-1985,AUSTRALIA,South Australia,"Wisemans Beach, Peake Bay, Port Lincoln",non representative,33,afternoon,6 m [20'] white shark,March,F,F
2858,18-Feb-1985,USA,California,"San Miguel Island, Santa Barbara County",non representative,29,Unkown,6 m [20'] white shark,February,N,M
2859,03-Feb-1985,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",surfing,16,afternoon,White shark,February,N,M
2860,27-Jan-1985,SOUTH AFRICA,Western Cape Province,Struisbaai,swimming,15,evening,Raggedtooth shark,January,N,M
2861,18-Jan-1985,SOUTH AFRICA,KwaZulu-Natal,Umzimkulu,non representative,27.34582218257508,Unkown,Shark involvement prior to death was not confirmed,January,N,M
2862,17-Jan-1985,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,surfing,18,evening,"3.5 m white shark, tooth fragments recovered",January,N,M
2863,16-Jan-1985,NEW ZEALAND,South Island,Christchurch,non representative,27.34582218257508,Unkown,6 m shark,January,N,M
2864,04-Jan-1985,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",fishing,34,morning,3.5 m [11.5'] white shark,January,N,M
2865,Jan-1985,NEW CALEDONIA,South Province,Amedee Island,fishing,27.34582218257508,Unkown,Tiger shark,January,N,M
2866,Jan-1985,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,fishing,20,morning,1.5 m [5'] dusky shark,January,N,M
2867,1985,VANUATU,Malampa Province,"Port Sandwich Bay, Lamap, Malakula",non representative,27.34582218257508,Unkown,White shark,Unkown,F,M
2868,1985,IRAN,Unkown,"Ramin, near Ahvaz",non representative,27.34582218257508,Unkown,Bull shark,Unkown,F,M
2869,03-Dec-1984,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",non representative,27.34582218257508,Unkown,White shark,December,N,M
2870,30-Nov-1984,AUSTRALIA,Queensland,1 km off Black's Beach,non representative,16,Unkown,"Tiger shark, 4 m ",November,F,M
2871,11-Nov-1984,USA,Florida,"Jupiter Island Beach, Martin County",surfing,13,Unkown,1.2 m [4'] shark,November,N,M
2872,04-Nov-1984,USA,Florida,"Fowey Rock, Key Biscayne",fishing,29,Unkown,"""a small shark""",November,N,M
2873,21-Oct-1984,USA,Florida,"Wabasso Beach, Indian River County",swimming,22,afternoon,Shark involvement prior to death was not confirmed,october,N,M
2874,21-Oct-1984,USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County",non representative,23,afternoon,1.5 m [5'] shark,october,N,F
2875,17-Oct-1984,USA,Florida,"Boynton Beach, Palm Beach County",fishing,77,Unkown,Shark involvement not confirmed; officials considered barracua,october,N,F
2876,14-Oct-1984,USA,Florida,"Bob Graham Beach, Martin County",surfing,15,afternoon,1.2 m [4'] blacktip shark,october,N,M
2877,30-Sep-1984,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County",surfing,25,afternoon,3 m to 5 m [10' to 16.5'] white shark,September,N,M
2878,30-Sep-1984,USA,California,"Tomales Point, Marin County",non representative,27.34582218257508,morning,3 m to 4 m [10' to 13']  white shark,September,N,M
2879,23-Sep-1984,USA,Florida,Volusia County,surfing,17,afternoon,White shark,September,N,M
2880,22-Sep-1984,USA,Florida,Unkown,swimming,Elderly,Unkown,White shark,September,N,M
2881,22-Sep-1984,USA,Florida,"Indiatlantic, Brevard County",surfing,16,morning,Hammerhead shark?+O2356,September,N,M
2882,19-Sep-1984,USA,Florida,Volusia County,swimming,27.34582218257508,Unkown,White shark,September,N,M
2883,17-Sep-1984,USA,California,"Mission Beach, San Diego County",fishing,27.34582218257508,afternoon,small blue shark,September,N,M
2884,15-Sep-1984,USA,California,"Pigeon Point, San Mateo County",diving,28,morning,4.5 m to 5 m white shark,September,F,M
2885,11-Sep-1984,MEXICO,Baja California,Guadalupe Island,fishing,27.34582218257508,Unkown,4.5 m to 5.5m white shark,September,N,M
2886,24-Aug-1984,USA,Florida,"Off Crystal River, Citrus County",non representative,31,Unkown,Invalid,August,N,F
2887,07-Aug-1984,INDONESIA,Unkown,Bali,non representative,27.34582218257508,Unkown,White shark,August,F,M
2888,24-Jul-1984,USA,Texas,South Padre Island,swimming,13,afternoon,White shark,July,N,F
2889,24-Jul-1984,USA,Texas,South Padre Island,swimming,18,afternoon,1.2 m [4'] shark,July,N,F
2890,22-Jul-1984,SOUTH AFRICA,Western Cape Province,Cape Point,fishing,21,morning,Shark involvement prior to death was not confirmed,July,N,M
2891,01-Jul-1984,USA,Florida,Unkown,non representative,30,evening,White shark,July,N,M
2892,Jul-1984,SOUTH AFRICA,KwaZulu-Natal,Sodwana,fishing,27.34582218257508,Unkown,Raggedtooth shark ,July,N,M
2893,15-Jun-1984,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay",surfing,27,evening,2.4 m [8'] white shark,June,N,M
2894,03-Jun-1984,USA,Hawaii,"Kane'ohe Bay, O'ahu",non representative,13,evening,1.2 m to 1.5 m [4' to 5'] hammerhead shark,June,N,F
2895,03-Jun-1984,VANUATU,Malampa Province,"Atchin Island, off Malakula",swimming,20s,Unkown,White shark,June,F,M
2896,31-May-1984,SOUTH AFRICA,Western Cape Province,Arniston,fishing,28,afternoon,White shark,May,N,M
2897,17-Mar-1984,SOMALIA,Unkown,Unkown,non representative,27.34582218257508,Unkown,Shark involvement prior to death was not confirmed,March,N,M
2898,14-Mar-1984,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,surfing,27.34582218257508,evening,White shark,March,N,M
2899,10-Mar-1984,SOUTH AFRICA,Eastern Cape Province,Swartkops River mouth,boating,27.34582218257508,Unkown,2.5 m [8.25'] shark,March,N,M
2900,01-Mar-1984,AUSTRALIA,Western Australia,Coral Bay,non representative,27.34582218257508,Unkown,White shark,March,N,M
2901,18-Feb-1984,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffreys Bay",non representative,27.34582218257508,night,"Raggedtooth shark, 56-kg [123-lb] ",February,N,M
2902,17-Feb-1984,SOUTH AFRICA,KwaZulu-Natal,"Shark tank at Oceanographic Research Insitute, Durban",non representative,33,morning, 1.5 m [5'] dusky shark,February,N,M
2903,12-Feb-1984,SOUTH AFRICA,Eastern Cape Province,St. Georges Strand,non representative,27.34582218257508,Unkown,Shark involvement prior to death was not confirmed,February,N,M
2904,11-Feb-1984,AUSTRALIA,Queensland,Derwent Island,fishing,27,Unkown,1.5 m white-tipped reef shark,February,N,M
2905,05-Jan-1984,SOUTH AFRICA,Eastern Cape Province,Port Alfred,swimming,14,morning,"Raggedtooth shark, 1 m ",January,N,M
2906,04-Jan-1984,SOUTH AFRICA,KwaZulu-Natal,Umlaas Canal,non representative,14,Unkown,White shark,January,F,F
2907,1984,USA,California,San Francisco,non representative,27.34582218257508,Unkown,Sevengill shark,Unkown,N,M
2908,1984,USA,Florida,"Indiatlantic, Brevard County",surfing,27.34582218257508,Unkown,White shark,Unkown,N,M
2909,30-Dec-1983,GREECE,Andikira Fokithes,Unkown,fishing,36,Unkown,Invalid,December,N,M
2910,25-Dec-1983,USA,Florida,"Riviera Beach, Palm Beach County",surfing,17,afternoon,White shark,December,N,M
2911,24-Dec-1983,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",non representative,48,Unkown,12' white shark,December,N,M
2912,22-Dec-1983,SOUTH AFRICA,Eastern Cape Province,Great Fish River,swimming,16,afternoon,White shark,December,N,M
2913,21-Dec-1983,SOUTH AFRICA,Eastern Cape Province,Nahoon,swimming,47,Unkown,"Raggedtooth shark, >1 m ",December,N,M
2914,07-Dec-1983,SOUTH AFRICA,KwaZulu-Natal,LaMercy,non representative,27.34582218257508,Unkown,Invalid,December,N,M
2915,21-Nov-1983,PHILIPPINES,Central Philippines,Unkown,non representative,27.34582218257508,Unkown,.5 m shark,November,N,M
2916,Reported      10-Nov-1983,USA,Florida,"Melbourne Beach, Brevard County",surfing,15,Unkown,Tiger shark,November,N,M
2917,10-Nov-1983,SOUTH AFRICA,KwaZulu-Natal,Tongaat,swimming,27.34582218257508,Unkown,Shark involvement prior to death was not confirmed,November,N,F
2918,17-Oct-1983,USA,Florida,"Stuart Beach, Martin County",surfing,16,Unkown,1.5 m [5'] shark,october,N,M
2919,13-Oct-1983,USA,Florida,"Daytona Beach, Volusia County",fishing,20,Unkown,4.5' shark,october,N,M
2920,04-Sep-1983,USA,Florida,"Off Lake Worth, Palm Beach County",walking,15,Unkown,White shark,September,N,M
2921,20-Aug-1983,USA,Oregon,"Cape Kiwanda,Tillamook County",surfing,27.34582218257508,morning,White shark,August,N,M
2922,20-Aug-1983,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",fishing,29,morning,5 m [16.5'] white shark,August,N,M
2923,15-Aug-1983,USA,Virginia,"Virginia Beach, Princess Anne County",swimming,14,morning,Sand shark,August,N,F
2924,13-Aug-1983,USA,Florida,"Riviera Beach, Palm Beach County",diving,14,Unkown,Nurse shark,August,N,M
2925,13-Aug-1983,USA,Florida,"6 miles south of Boca Chica Key, Monroe County ",non representative,22,morning,6' to 8' bull shark,August,N,F
2926,06-Aug-1983,USA,Rhode Island,Unkown,non representative,27.34582218257508,Unkown,White shark,August,N,M
2927,26-Jul-1983,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",non representative,21,night,"Tiger shark, 5 m [16.5']",July,F,F
2928,25-Jul-1983,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",non representative,24,night,"Tiger shark, 5 m [16.5']",July,F,M
2929,25-Jul-1983,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",non representative,28,night,"Tiger shark, 5 m [16.5']",July,N,M
2930,15-Jul-1983,SOUTH AFRICA,Eastern Cape Province,"Seal Point, Cape St. Francis",surfing,27.34582218257508,Unkown,3 m to 4 m [10' to 13'] shark,July,N,M
2931,12-Jul-1983,USA,Florida,"Caloosahatchee River, Lee County",surfing,39,afternoon,3.5' hammerhead shark,July,N,F
2932,08-Jul-1983,BAHAMAS,Abaco Islands,Green Turtle Cay,fishing,13,afternoon,White shark,July,N,M
2933,05-Jul-1983,USA,Florida,"Riviera Beach, Palm Beach County",non representative,17,Unkown,White shark,July,N,M
2934,29-Jun-1983,USA,Florida,"Off 12th Street, Miami Beach",swimming,42,morning,White shark,June,N,M
2935,22-Jun-1983,BAHAMAS,Abaco Islands,"Off Sandy Point, Great Abaco Island",fishing,15,afternoon,White shark,June,F,M
2936,20-Jun-1983,USA,Florida,"Cocoa Beach, Brevard County",non representative,21,afternoon,White shark,June,N,M
2937,15-Jun-1983,BAHAMAS,Unkown,Carter Cay,non representative,30,morning,6' blacktip shark,June,N,M
2938,15-Jun-1983,ITALY,Northwest Italy,Riomaggiore (Ligura),non representative,27.34582218257508,Unkown,Questionable incident,June,N,M
2939,June 1983,BAHAMAS,Berry Islands,Whale Cay,fishing,27.34582218257508,evening,Caribbean reef shark,June,N,M
2940,31-May-1983,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",non representative,21,evening,6' shark,May,N,M
2941,24-May 1983,USA,Florida," Riviera Beach, Palm Beach County",surfing,15,Unkown,White shark,May,N,M
2942,21-May-1983,USA,Florida,"Haulover Inlet, Dade County",surfing,22,afternoon,White shark,May,N,M
2943,19-Apr-1983,USA,Florida,Unkown,surfing,27.34582218257508,Unkown,White shark,April,N,M
2944,12-Apr-1983,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,non representative,27,evening,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",April,N,M
2945,02-Apr-1983,USA,Florida,"Lake Worth Beach, Palm Beach County",surfing,16,morning,White shark,April,N,M
2946,02-Apr-1983,SOUTH AFRICA,KwaZulu-Natal,Mpande,non representative,27.34582218257508,Unkown,Questionable incident,April,N,M
2947,30-Mar-1983,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,fishing,17,Unkown,1.8 m [6'] Zambezi shark,March,N,M
2948,22-Mar-1983,SOUTH AFRICA,Eastern Cape Province,Nahoon,surfing,27.34582218257508,afternoon,Blacktip or spinner shark,March,N,M
2949,10-Mar-1983,USA,Florida,"Juno Beach, Palm Beach County",surfing,27.34582218257508,Unkown,White shark,March,N,M
2950,Mar-1983,NEW CALEDONIA,Loyalty Islands,"We, Lifou",non representative,27.34582218257508,Unkown,"""a small shark""",March,N,M
2951,20-Feb-1983,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,non representative,16,afternoon,3 m [10'] shark,February,N,M
2952,24-Jan-1983,USA,South Carolina,60 miles southeast of Beaufort,non representative,43,Unkown,White shark,January,N,M
2953,15-Jan-1983,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,non representative,27.34582218257508,Unkown,Shark involvement prior to death was not confirmed,January,N,M
2954,10-Jan-1983,SOUTH AFRICA,Western Cape Province,Muizenberg,surfing,22,Unkown,White shark,January,N,M
2955,08-Jan-1983,SOUTH AFRICA,Western Cape Province,Holbaai,fishing,32,afternoon,White shark,January,N,M
2956,Ca. 1983,Unkown,English Channel,Unkown,swimming,27.34582218257508,Unkown,White shark,Unkown,N,M
2957,1983,VANUATU,Malampa Province,"Off the beach opposite Atchin Island, Malakula",non representative,27.34582218257508,Unkown,White shark,Unkown,F,M
2958,1983,USA,North & South Carolina,Unkown,non representative,27.34582218257508,Unkown,Blue sharks,Unkown,N,M
2959,Nov-1982,USA,South Carolina,"Isle of Palms, Charleston County",non representative,27.34582218257508,Unkown,White shark,November,N,M
2960,13-Oct-1982,USA,Florida,North Dade- Interama area of Biscayne Bay,surfing,26,morning,1.5 m [5'] shark,october,N,M
2961,30-Sep-1982,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",surfing,16,afternoon,White shark,September,N,M
2962,30-Sep-1982,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",surfing,16,Unkown,"Believed to involve a 2.8 m [9'3""] white shark",September,N,M
2963,27-Sep-1982,USA,Florida,"Patrick Air Force Base, Brevard County",surfing,20,afternoon,1.5 m [5'] shark,September,N,M
2964,25-Sep-1982,USA,California,"Monastery Beach, Carmel Bay, Monterey County",non representative,36,morning,White shark,September,N,M
2965,19-Sep-1982,USA,California,"Bear Harbor, Mendocino County",non representative,28,afternoon,5 m to 6 m [16.5' to 20'] white shark,September,N,M
2966,04-Sep-1982,USA,Florida,"Hollywood Beach, Broward County",non representative,mid-20s,Unkown,Shark involvement prior to death was not confirmed,September,N,M
2967,29-Aug-1982,JAPAN,Kumamoto Prefecture,Ariake Bay,non representative,27.34582218257508,Unkown,White shark,August,F,M
2968,29-Aug-1982,USA,California,"Morro Rock, Morro Bay, San Obispo County",surfing,17,Unkown,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,August,N,M
2969,29-Aug-1982,SOUTH AFRICA,Western Cape Province,Langebaan,swimming,18,afternoon,White shark,August,N,F
2970,Late Aug-1982,TUNISIA,Unkown,"Skanes, near Monaster",surfing,27.34582218257508,Unkown,"2.1 m [7'] shark, possibly a spinner shark",August,N,M
2971,31-Jul-1982,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,surfing,20,afternoon,Invalid,July,N,M
2972,24-Jul-1982,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",non representative,38,afternoon,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",July,N,M
2973,24-Jul-1982,USA,California,"Point Buchon, San Luis Obispo County",non representative,26,morning,4.5 m to 5.5 m [14.7' to 18'] white shark,July,N,M
2974,19-Jul-1982,USA,Florida,"Stuart Beach, Martin County ",swimming,17,afternoon,0.9 m to 1.2 m [3' to 4'] shark,July,N,M
2975, 11-Jul-1982,USA,California,"Malibu, Los Angeles County",swimming,43,Unkown,"Reported as a shark attack, the story was a hoax",July,N,M
2976,01-Jul-1982,USA,Florida,"Daytona Beach, Volusia County",swimming,19,afternoon,White shark,July,N,F
2977,Jul-1982,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",non representative,27.34582218257508,Unkown,White shark,July,N,M
2978,29-Jun-1982,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,surfing,27,morning,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",June,F,M
2979,26-Jun-1982,USA,South Carolina,"Isle of Palms, Charleston County",swimming,20,afternoon,5' shark,June,N,M
2980,26-Jun-1982,BAHAMAS,Andros Islands,North Rat Cay Reef,fishing,19,Unkown,"Lemon shark, 2 m [6'9""]",June,N,M
2981,  25-Jun-1982,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",non representative,8,morning,White shark,June,N,F
2982,13-Jun-1982,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",non representative,27.34582218257508,Unkown,"1.2 m to 1.5 m [4' to 5'] ""reef shark""",June,N,M
2983,May 1982,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",non representative,Ca. 33,Unkown,Shark involvement prior to death was not confirmed,May,N,F
2984,10-Mar-1982,USA,Florida,"Palm Beach, Palm Beach County",surfing,16,afternoon,White shark,March,N,M
2985,07-Mar-1982,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",surfing,20,afternoon,White shark,March,F,M
2986,Mar-1982,NEW CALEDONIA,Unkown,Unkown,fishing,27.34582218257508,Unkown,White shark,March,N,M
2987,28-Feb-1982,AUSTRALIA,Tasmania,South Cape Bay,fishing,32,Unkown,5.5 m [18''] white shark,February,F,M
2988,27-Feb-1982,USA,Florida,"Hobe Sound, Palm Beach County",surfing,18,Unkown,4' to 5' shark,February,N,M
2989,17-Feb-1982,SOUTH AFRICA,Western Cape Province,Mossel Bay,non representative,27.34582218257508,Unkown,White shark,February,N,M
2990,14-Feb-1982,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",fishing,27.34582218257508,Unkown,White shark,February,N,F
2991,14-Feb-1982,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",swimming,27.34582218257508,Unkown,White shark,February,N,F
2992,13-Feb-1982,USA,Florida,"Palm Beach, Palm Beach County",swimming,75,Unkown,White shark,February,F,F
2993,07-Feb-1982,USA,California,"Stillwater Cove, Sonoma County",non representative,27.34582218257508,morning,5 m [16.5'] white shark,February,N,M
2994,07-Feb-1982,USA,Florida,Elliot Key,non representative,29,Unkown,White shark,February,F,M
2995,29-Jan-1982,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,swimming,20,afternoon,Raggedtooth shark,January,N,M
2996,1982,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",non representative,27.34582218257508,Unkown,6 m [20'] white shark,Unkown,N,M
2997,1982,ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",non representative,27.34582218257508,Unkown,White shark,Unkown,N,M
2998,1982,TUNISIA,Biserta,Bechateur,fishing,27.34582218257508,Unkown,White shark,Unkown,N,M
2999,19-Dec-1981,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",surfing,24,evening,7 m [23'] white shark,December,F,M
